Usuario_ID,Nombre_cancion,diff_F_min,diff_F_max,diff_F_prom,diff_F_mediana,diff_P10,diff_P90,diff_rango,diff_rango_efectivo,label
U114,When we were young - Adele,78.989,128.3072,34.9729,16.515,10.4336,311.0689,48.9267,321.5025,0
U117,In a lake portuguese -  Mitski,35.3158,142.5514,40.8492,46.1394,8.7251,57.7422,28.7749,49.0171,1
U027,In my bed - Amy Winehouse,25.4037,184.7895,2.5007,38.9367,52.4581,340.7316,101.3111,393.1896,0
U098,Fecha de caducidad - Melendi,84.5936,503.7038,36.4965,51.5985,0.0632,21.7213,591.6685,21.7845,1
U113,Ultraviolence - Lana del rey,59.4279,182.561,56.3527,73.9228,35.3455,4.5962,241.5185,30.7493,1
U085,Si hay algo - Josean Log,80.9332,149.2856,0.0624,18.699,18.5126,24.8823,336.258,6.3698,1
U004,"Volver, volver - Vicente Fernandez",67.138,614.4949,95.6967,96.6598,55.913,139.1157,753.3088,83.2027,0
U046,Rata de dos patas - Paquita la del barrio,73.1014,537.7443,106.0005,88.4568,64.7512,84.2069,639.7402,19.4558,0
U062,Send my love - Adele,21.1417,125.8381,129.6777,123.4832,106.5188,194.2294,136.432,87.7106,0
U041,Never be alone - Shawn Mendes,84.5936,354.8233,89.2654,104.6061,20.1284,340.2326,422.0291,320.1042,0
U065,Nobody - Mitski,30.3902,120.7021,74.2411,78.3186,37.0091,114.9504,95.3442,151.9595,0
U066,Las de la intruicion - Shakira,79.5647,197.7714,18.7471,7.1999,0.4708,217.0642,236.3025,216.5934,0
U071,Yo vivire (I will survive) - Celia Cruz,16.3673,450.3029,100.4632,77.9105,83.0231,3.7233,457.78,79.2999,0
U012,Young and beautiful - Lana del rey ,1.8508,394.2294,2.0668,21.7169,3.9541,104.1188,528.1881,108.0729,1
U034,Estos celos - Vicente Fernandez,54.3008,122.354,9.0336,27.7279,36.7537,85.7653,37.2555,49.0114,1
U082,Vamonos a marte - Kevin Kaarl,80.1403,73.9565,15.6645,55.2486,12.8815,28.4057,72.404,15.5242,1
U059,Como hacer para olvidarte - Manuel Medrano,60.7439,138.2399,78.2095,123.3772,51.8349,126.4917,196.8161,74.6568,0
U057,Por si acaso no regreso - Celia Cruz,15.172,149.2628,7.9319,5.7821,2.2338,38.9522,105.186,41.186,1
U088,Bitch better have my money - Rihanna,37.4871,584.0427,173.9852,203.1581,167.1236,181.5487,645.4589,14.4251,0
U037,La luna - Josean Log,62.7244,242.5412,27.9371,29.4028,41.6748,32.3699,329.9835,9.3048,1
U105,Quimbara - Celia Cruz,77.5138,294.1036,14.2793,2.8815,95.9608,59.5845,344.2078,155.5453,1
U097,Fragile - Laufey,43.5248,457.0106,145.7674,139.2122,118.0037,26.8018,512.5467,144.8055,0
U077,Loba - Shakira,32.3816,448.5703,129.6339,138.6336,136.8325,58.5092,480.9519,78.3233,0
U002,Ya para que - Greeicy,7.8368,371.7745,66.4102,46.1691,161.9201,245.871,349.1559,407.7911,0
U019,My you - Jung Kook,47.9962,499.2348,77.3615,88.1967,61.1011,13.2327,656.8126,47.8684,0
U013,Mujeres divinas - Vicente Fernandez,52.7759,68.0313,14.0602,10.1164,29.7446,39.272,135.8762,69.0167,1
U049,Si supieras - Kevin Kaarl,53.9884,50.5101,46.729,56.811,8.5112,39.6634,136.4722,31.1522,1
U039,Rata de dos patas - Paquita la del barrio,66.2091,221.9572,58.6818,59.0099,39.9372,219.8506,211.0579,179.9134,0
U047,Washin machine - Mitski,11.9824,423.9662,18.2727,14.0935,10.3754,10.1654,410.9559,20.5407,1
U059,La negra tiene tumbao - Celia Cruz,10.2711,334.0338,52.2138,9.6791,59.2938,38.9466,342.1371,20.3473,1
U053,Beso - Josean Log,74.3209,346.742,83.5025,90.8141,67.3033,83.3349,297.8822,16.0316,0
U061,Tierra - Josean Log,57.6365,195.0635,9.9721,34.994,63.6563,13.5945,104.5164,50.0618,1
U100,Sangre para derramar - Milo J,60.1663,303.1653,19.1852,37.0038,16.9112,24.54,428.9037,41.4511,1
U003,Diamonds - Rihanna,81.888,330.066,15.3131,45.0209,38.5367,139.0735,403.3018,177.6102,0
U048,Man down - Rihanna,31.422,31.316,42.3672,24.9925,24.6531,108.479,58.4289,133.1322,1
U067,Alguien como tu - Josean Log,67.7894,33.1275,16.9462,24.6422,35.9504,90.8023,176.3824,54.8519,1
U071,Beso - Josean Log,23.9542,230.3881,5.8704,10.5651,37.1405,144.2399,215.324,107.0994,1
U051,Que me perdone tu perro - Paquita la del barrio,69.1707,243.1445,99.2043,105.9833,157.7738,464.1604,253.547,306.3866,0
U014,La mujer que bota fuego - Manuel Medrano,84.5936,99.2964,126.5854,135.4328,26.3548,119.777,3.2796,93.4221,0
U068,Promise - Laufey,36.1812,412.1601,78.2347,36.3998,65.4235,127.9029,436.5497,62.4795,0
U012,Si hay algo - Josean Log,32.7597,220.9098,75.1188,108.2276,58.1207,177.8825,323.9596,119.7619,0
U085,Rara vez - Milo J,80.9332,278.5716,22.6788,42.5571,30.0292,65.2335,465.544,35.2042,1
U024,Si pudiera - Manuel Medrano,74.3637,113.4217,229.8989,211.9955,131.216,365.2103,23.1307,233.9943,0
U034,Me arrepiento - Alex Ubago,54.3008,56.5801,1.641,1.0022,16.4098,115.0331,141.6786,98.6232,1
U036,Standing next to you - Jung Kook,61.8251,161.9363,8.0497,6.7369,19.5792,15.8798,157.7547,35.459,1
U046,Donde nadie pueda ir - Manuel Medrano,73.1014,252.4249,34.2425,47.3367,13.2913,108.7058,354.4208,95.4145,0
U075,Euphoria - Jung Kook,23.1036,64.8857,27.947,85.0477,62.9355,6.7934,95.1256,56.142,1
U074,Sigo aqui - Alex Ubago,68.8065,69.2403,16.5549,10.637,5.9654,22.3534,165.7682,28.3186,1
U042,Rolling in the deep - Adele,84.0393,207.6329,12.3233,42.7308,66.9191,128.7557,72.722,195.6748,1
U093,Dame tu aire - Alex Ubago,79.6162,449.839,193.0439,193.8311,33.9145,158.2361,422.8395,124.3215,0
U024,Washin machine - Mitski,22.2123,204.3849,92.985,88.9025,14.173,187.4115,28.7435,173.2385,0
U111,"Volver, volver - Vicente Fernandez",61.0367,213.5816,64.1666,58.5711,20.9749,88.2326,54.5888,109.2075,0
U063,Me enamore - Shakira,20.5178,137.0709,39.1504,47.7455,3.1911,109.4924,6.1943,112.6835,1
U028,There's nothing holding me back - Shawn Mendes,54.5809,31.4435,100.3488,96.3379,34.5276,155.9981,80.9353,121.4705,0
U112,Alguien como tu - Josean Log,63.9171,51.151,22.5551,32.1797,13.2651,41.2791,205.5467,28.014,1
U010,Si pudiera - Manuel Medrano,41.8107,492.2255,9.4003,17.1672,1.5334,20.9812,549.1673,22.5147,1
U024,I'll change for you - Mitski,18.4204,204.3849,62.0609,48.131,25.2536,189.8173,11.8892,164.5638,0
U103,Doma - Josean log,75.6635,382.1289,11.0296,5.5081,35.4383,31.8634,563.3818,67.3018,1
U050,Young and beautiful - Lana del rey ,53.6847,197.8893,1.3863,19.5855,28.8123,6.4345,144.427,35.2468,1
U088,Chachacha - Josean log,62.9902,14.3293,25.3762,13.898,24.384,43.1139,101.2487,18.73,1
U039,Valentine - Laufey,66.2091,127.9598,88.1151,103.939,50.5174,231.6054,117.0605,181.0881,0
U118,Ultraviolence - Lana del rey,52.0939,366.8858,151.1641,177.647,44.2839,116.1415,512.2438,71.8576,0
U016,Chachacha - Josean log,62.3968,2.5346,30.8042,15.5285,13.632,13.4597,93.0107,0.1722,1
U083,Top of the world - Shawn Mendes,84.5936,19.9776,15.7944,15.064,44.665,74.4276,74.0941,119.0926,1
U076,A gritos de esperanza - Alex Ubago,51.82,14.2886,51.9822,26.9748,48.7998,10.2067,95.2,38.5931,1
U097,Quedate - Manuel Medrano,43.9037,34.0117,6.9208,21.6032,40.3787,181.5094,21.9033,141.1307,1
U088,Sin remitente - Melendi,62.9902,103.783,26.0454,36.7505,17.6701,16.8743,16.8636,0.7958,1
U015,When we were young - Adele,84.5936,198.8861,24.477,34.436,96.814,93.1808,265.7329,3.6332,1
U050,Top of the world - Shawn Mendes,84.5936,116.5266,52.5498,42.6986,66.1053,28.1706,32.1554,94.2759,1
U043,Que pides tu - Alex Ubago,68.1244,57.114,37.7816,32.2944,6.0551,23.6733,88.1674,29.7284,1
U017,A gritos de esperanza - Alex Ubago,39.2765,101.9442,28.6274,34.1477,41.9028,122.7039,61.558,164.6066,1
U048,Las de la intruicion - Shakira,84.5936,274.807,6.0043,18.4234,11.2957,1.8594,355.0916,13.155,1
U003,Ultraviolence - Lana del rey,81.888,80.1719,3.7813,64.5087,36.751,125.7207,153.4077,88.9697,1
U051,Un violinista en tu tejado - Melendi,69.1707,378.539,165.9746,170.4238,110.357,587.3891,368.1365,477.0321,0
U118,Quedate - Manuel Medrano,52.0939,42.5611,36.9327,27.5633,27.0033,15.7352,187.9191,11.2681,1
U094,El chofer - Vicente Fernandez,52.8449,2.6561,52.3077,60.527,50.8461,109.8369,90.938,58.9908,0
U101,La promesa - Melendi,58.0326,170.7709,10.1698,7.0444,19.5268,12.2029,233.5007,7.3239,1
U112,Me arrepiento - Alex Ubago,63.9171,85.4766,30.2415,23.6795,9.9022,8.8757,239.8723,18.7779,1
U040,Soltera - Shakira,44.7784,466.7348,162.3053,178.0234,101.7996,206.4478,533.1189,104.6482,0
U076,Sigo aqui - Alex Ubago,52.1989,101.4606,47.0399,25.7004,27.2692,42.7573,211.3281,15.488,1
U016,Colapso - Kevin Kaarl,62.3968,129.4815,48.7407,61.436,39.259,65.8971,39.0053,26.6381,1
U119,Cola - Lana del rey,40.6336,395.9755,79.0552,36.6597,92.3425,124.4226,432.364,32.0801,0
U042,Say yes to heaven - Lana del rey,67.5134,207.6329,45.1667,149.568,25.5333,110.3033,56.1961,135.8366,0
U030,Pobre pistolita - Paquita la del barrio,84.5936,0.8051,113.3032,100.5139,210.6734,87.2415,77.6624,123.432,0
U007,Beso - Josean Log,68.0895,54.48,18.9188,25.7468,2.7175,52.0925,112.5484,54.81,1
U100,Donde nadie pueda ir - Manuel Medrano,60.9263,298.6498,20.2764,3.0643,8.869,2.4017,425.1482,11.2708,1
U104,Tres veces te engañe - Paquita la del barrio,33.0441,413.2564,121.1862,91.2996,42.987,240.299,441.0257,197.3119,0
U067,First love late spring - Mitski,67.7894,80.4858,5.3812,9.6832,46.7156,16.2189,223.7407,30.4967,1
U045,Soltera - Shakira,68.532,53.7972,31.6825,46.8311,15.1471,115.7326,61.5486,130.8798,1
U013,MAI - Milo J,52.397,319.0055,4.3979,34.0024,16.8269,66.1501,386.4715,82.9772,1
U041,Fragile - Laufey,84.2147,246.5942,20.4318,13.0029,97.0838,238.3356,313.4211,335.4194,0
U030,Ya para que - Greeicy,20.6897,361.074,24.3685,25.0639,36.3549,39.9195,374.0274,3.5646,1
U113,Pierdeme el respeto - Paquita la del barrio,59.4279,32.2707,29.7784,41.5546,32.8595,50.067,91.2282,17.2075,1
U064,MAI - Milo J,56.5447,374.6794,36.8106,10.115,6.2349,8.1441,525.5507,14.3789,1
U063,Lover girl - Laufey,65.3013,236.6597,5.1746,0.9134,5.992,0.88,48.611,6.8721,1
U035,Sangre para derramar - Milo J,70.4539,270.1362,34.6328,72.2824,15.243,15.9036,379.3225,0.6606,1
U072,Limonar - Greeicy,20.6177,16.9987,32.9911,20.2579,62.1933,404.4428,234.1109,466.6361,0
U089,Yes or no - Jung Kook,74.8596,118.5334,7.8578,48.4978,44.7388,156.7671,56.574,112.0285,1
U070,Sangre para derramar - Milo J,55.9716,317.7045,7.019,17.849,25.2066,69.244,423.4089,44.0374,1
U074,La vida es un carnaval - Celia Cruz,49.8798,577.9065,108.2077,78.698,109.6209,80.2188,655.5077,29.4022,0
U005,Yes or no - Jung Kook,25.1243,33.4331,65.7294,54.1899,48.5522,87.0411,16.7223,38.4888,1
U030,Te quiero tanto - Kevin Kaarl,84.5936,181.389,159.7251,186.9968,166.4099,104.9326,258.2463,61.4773,0
U094,Retirada - Milo J,57.3646,134.9919,79.978,56.2601,24.6236,269.3385,233.1057,244.7149,0
U010,Si hay algo - Josean Log,41.8107,123.9915,57.6328,62.158,59.0431,0.7327,180.9333,58.3106,1
U023,Summertime sadness - Lana del rey,83.8336,489.0397,18.0276,24.8938,11.3728,82.3959,573.3394,71.0231,1
U101,Que me perdone tu perro - Paquita la del barrio,58.0326,531.0398,24.4306,45.3301,24.7183,14.1912,593.7696,10.5271,1
U061,Sangre para derramar - Milo J,56.8765,284.9066,4.5339,36.9065,45.9308,28.2784,374.6937,17.6524,1
U096,"Volver, volver - Vicente Fernandez",55.786,218.6174,39.0587,59.9977,90.325,499.7923,152.1925,409.4672,0
U057,Bored - Laufey,56.6341,301.2726,33.6282,17.8295,10.1139,176.1918,303.8872,166.0779,0
U117,Man down - Rihanna,1.8834,83.9704,8.5029,5.4241,38.2879,58.0935,164.3145,19.8056,1
U103,Si hay algo - Josean Log,75.6635,168.9034,2.6768,20.0687,54.4656,13.0857,350.1563,41.38,1
U026,I'll change for you - Mitski,5.0273,559.3105,116.0454,110.8002,23.6211,117.845,579.1081,94.2238,0
U001,No me culpes por sentir - Kevin Kaarl,48.7455,192.1815,20.0373,16.9795,9.498,22.7428,131.2813,13.2448,1
U108,Just friends - Amy Winehouse,61.8987,270.1375,2.0357,33.702,22.1989,252.8598,298.2907,275.0587,0
U035,La promesa - Melendi,71.2139,221.8721,1.1051,23.1171,27.777,82.3717,331.8184,110.1487,1
U104,La luna - Josean Log,33.0441,116.2666,1.2689,29.3006,53.3251,131.2503,144.0359,77.9254,1
U077,Vamonos a marte - Kevin Kaarl,32.0027,175.3679,5.8921,12.8131,33.3241,110.4306,143.3652,143.7547,1
U050,Limonar - Greeicy,40.0,136.3266,3.2805,1.4021,23.7584,73.4809,176.1042,49.7225,1
U109,Send my love - Adele,62.3663,316.7338,197.0882,170.4862,125.023,129.8768,431.468,4.8538,0
U047,Sabes - Alex Ubago,84.5936,144.3105,91.0058,124.408,112.5674,108.7472,227.8762,3.8201,0
U054,Washin machine - Mitski,11.9824,319.5497,43.3985,73.7958,16.8589,52.6749,287.6615,35.816,0
U081,Taco placero - Paquita la del barrio,70.8128,248.2725,89.5615,87.4297,121.3315,489.6188,274.6473,368.2873,0
U095,Fragile - Laufey,55.0321,345.0374,83.1462,70.7624,32.7323,36.8179,399.0295,4.0856,0
U025,Addicted to you - Shakira,53.1236,451.2587,211.0005,201.4935,232.6045,262.2045,493.7333,29.6,0
U103,Rara vez - Milo J,75.6635,298.1894,20.0644,43.9268,42.949,27.2655,479.4423,70.2144,1
U119,Yes or no - Jung Kook,81.1035,70.536,1.537,18.0096,35.3293,85.1328,6.3225,120.4622,1
U014,In my bed - Amy Winehouse,60.6522,504.657,2.4434,27.3969,81.0859,20.4923,576.7324,60.5936,1
U041,I'll change for you - Mitski,28.6503,354.8233,23.6491,25.9898,71.6542,237.8572,366.0858,309.5115,0
U016,Para siempre - Vicente Fernandez,62.3968,57.5839,12.744,20.7006,62.8603,3.1423,32.8922,59.718,1
U030,Si hay algo - Josean Log,84.5936,98.1232,149.0852,145.8362,138.7809,174.8441,21.2659,36.0633,0
U109,Alguien como tu - Josean Log,65.0651,42.2901,29.5304,30.9881,41.8578,66.5562,159.7231,24.6984,1
U110,Borracho te recuerdo - Vicente Fernandez,77.6194,93.8705,24.9168,47.9423,57.1042,23.6786,190.3844,33.4256,1
U053,Retirada - Milo J,70.8308,136.1881,21.054,67.9832,22.2854,100.1504,90.8184,122.4358,1
U039,Too little too late - Laufey,54.2817,84.1201,85.2989,81.9105,13.0023,291.5115,61.2935,278.5092,0
U101,From the start - Laufey,45.2271,26.3723,91.3529,106.2929,122.4067,27.8413,66.9023,94.5654,0
U090,Beat it - Michael Jackson,54.7533,162.459,23.3636,59.9069,148.3424,217.0228,96.2042,365.365,0
U030,Me enamore - Shakira,22.175,230.2843,35.2195,28.85,75.4242,3.5303,244.723,78.9545,1
U017,La distancia - Manuel Medrano,39.6554,276.4995,17.0871,29.0938,8.2191,140.9926,317.2646,132.7734,1
U093,Cinnamon girl - Lana del rey,69.4551,12.1799,26.8168,44.3052,56.0261,58.4646,29.0183,2.4385,1
U110,Sangre para derramar - Milo J,76.8594,241.0629,56.5093,80.8115,63.3497,119.9656,336.8168,56.6159,0
U100,Me arrepiento - Alex Ubago,60.9263,76.7511,3.4278,4.1055,18.7156,61.2598,203.2495,79.9753,1
U034,Desde que estamos juntos - Melendi,54.3008,7.3586,0.5781,7.3404,5.0992,118.2913,92.4571,113.192,1
U104,Mas fuerte - Greeicy,25.0203,450.5901,98.4446,118.4997,96.1822,54.4785,420.2949,150.6608,0
U104,Cheque al portamor - Melendi,33.0441,137.0504,22.6816,12.0962,24.4027,158.8755,109.2811,134.4729,1
U038,Fecha de caducidad - Melendi,60.5,502.4353,7.6873,9.8892,70.2029,6.1506,564.0215,64.0523,1
U011,Quiero + - Greeicy,84.5936,472.9136,9.3846,1.1039,44.8011,23.9574,561.3006,68.7585,1
U029,Top of the world - Shawn Mendes,82.3671,136.3037,41.4583,21.0283,43.0333,0.0652,56.2017,42.9681,1
U007,Vamonos a marte - Kevin Kaarl,67.7106,47.2206,2.968,17.3467,41.5022,66.638,119.4289,25.1358,1
U107,My love mine all mine - Mitski,30.0336,319.8544,34.1764,13.3041,61.2432,2.2894,361.0759,63.5326,1
U105,Billie Jean - Michael Jackson,82.6143,294.1036,14.6076,63.4899,35.0806,34.2183,349.3084,0.8622,1
U094,Dont stop the music - Rihanna,60.4758,605.129,151.7826,177.8995,161.6185,200.8639,706.354,39.2454,0
U069,You know i'm no good - Amy Winehouse,27.2403,23.5592,20.5965,49.8932,33.0495,164.7199,47.1587,131.6704,1
U052,Si hay algo - Josean Log,66.8761,153.9315,8.1643,12.6185,29.0601,26.8292,297.4528,2.231,1
U083,Euphoria - Jung Kook,40.0,383.8051,114.7293,85.3117,112.6397,195.4719,433.2832,82.8323,0
U052,Tierra - Josean Log,66.8761,178.8462,13.6132,22.4961,42.8324,26.8292,35.3249,69.6616,1
U091,Sabes - Alex Ubago,50.3965,342.1912,27.2252,4.9374,14.0489,42.7939,437.8607,56.8427,1
U037,Que me perdone tu perro - Paquita la del barrio,62.7244,576.8647,50.1976,39.2451,51.8021,15.4928,664.307,67.2949,0
U013,Que me perdone tu perro - Paquita la del barrio,52.7759,569.873,46.1919,39.7557,60.3326,108.5018,637.7179,168.8345,0
U011,Valentine - Laufey,84.5936,391.1464,12.1862,19.2332,47.0785,14.7949,479.5334,61.8734,1
U028,Rata de dos patas - Paquita la del barrio,54.5809,575.196,160.3753,149.7622,98.237,203.1661,687.5747,104.9292,0
U074,Aunque no te pueda ver - Alex Ubago,65.3164,486.9433,13.4751,27.7274,4.355,26.1834,579.981,30.5384,1
U063,My you - Jung Kook,23.9428,148.286,40.8985,31.1543,24.2389,46.8461,49.4814,22.6072,1
U004,Smooth criminal - Michael Jackson,67.138,614.4949,139.7472,87.2723,5.7608,345.9072,753.3088,351.668,0
U035,Top of the world - Shawn Mendes,71.2139,30.9869,27.6728,13.9671,6.0812,107.1491,140.9332,101.0679,1
U106,La promesa - Melendi,54.3983,213.1434,25.2541,8.9868,16.8013,35.0858,289.813,51.8871,1
U069,Promise - Laufey,84.5936,398.4603,1.6769,53.3054,49.8137,119.6819,479.4131,69.8682,0
U023,Los consejos - Greeicy,84.5936,1.0857,48.372,24.8938,5.0056,129.2301,86.1454,124.2246,1
U117,A veces a besos - Greeicy,39.3608,88.2572,0.3041,20.2149,38.2879,60.4855,127.3569,22.1976,1
U033,Me arrepiento - Alex Ubago,67.8672,282.7516,127.3824,131.2817,136.6694,524.2412,296.7086,387.5718,0
U026,No me culpes por sentir - Kevin Kaarl,60.9706,197.3988,36.1851,28.6979,91.5326,63.0276,121.6579,28.505,1
U087,Billie Jean - Michael Jackson,45.6068,192.0469,77.5765,81.9934,72.7095,127.3342,140.8988,54.6246,0
U111,Somedoy - Jung Kook,44.9827,185.6676,35.1316,23.0303,36.2405,59.9347,360.7144,96.1752,1
U043,Tears dry on their own - Amy Winehouse,26.6623,441.0064,135.4034,140.3175,51.3712,112.033,544.8257,60.6618,0
U120,Retirada - Milo J,53.8991,242.1946,100.4107,170.8808,15.4972,339.6772,387.3713,324.18,0
U086,Que me perdone tu perro - Paquita la del barrio,84.5936,483.83,66.2555,86.3923,39.5074,4.804,569.653,34.7034,0
U096,Send my love - Adele,53.0872,73.371,25.5875,7.8549,12.0494,446.3674,142.4947,434.3179,0
U099,La negra tiene tumbao - Celia Cruz,27.0047,257.6083,15.9309,16.3978,97.9437,67.6789,271.6762,165.6227,1
U004,Still with you - Jung Kook,67.138,620.8074,108.7537,103.1013,94.8992,160.1542,759.6213,65.2549,0
U023,Dame tu aire - Alex Ubago,84.5936,194.0433,120.9947,118.1447,55.9275,181.6751,108.9836,125.7475,0
U067,Dead women - Mitski,57.1906,587.0435,27.1493,14.8852,78.8576,84.9294,719.6996,163.787,0
U047,Stronger than me - Amy Winehouse,35.4612,423.9662,55.2479,34.3383,2.6311,29.9207,458.3994,27.2895,1
U120,Bajo el agua - Manuel Medrano,57.3892,462.2341,202.3275,232.1138,31.3288,619.4339,603.9207,588.105,0
U090,Where have you been - Rihanna,54.7533,162.459,6.6491,11.4059,23.7744,2.6038,96.2042,26.3783,1
U007,Too sad to dance - Jung Kook,66.9462,626.211,103.422,66.098,124.9835,95.7904,792.0961,29.1932,0
U009,A veces a besos - Greeicy,72.6662,1.9304,97.5226,140.9773,91.8102,234.1367,61.339,142.3265,0
U108,Dont stop the music - Rihanna,65.4091,319.6309,56.6967,48.3812,76.5107,179.5239,351.2945,256.0346,0
U047,Billie Jean - Michael Jackson,84.5936,423.9662,36.6606,12.4312,47.2892,92.0768,507.5319,139.366,0
U023,Send my love - Adele,81.8948,190.7388,40.0234,25.6526,60.9548,11.1666,273.0997,72.1214,1
U058,Standing next to you - Jung Kook,51.3542,575.8212,188.3898,163.1998,111.6478,323.3423,677.3159,211.6945,0
U009,Chicago - Michael Jackson,84.5936,147.0394,102.6875,159.5394,132.2615,219.491,218.3753,87.2295,0
U088,Dame tu aire - Alex Ubago,62.9902,99.0403,16.5285,23.4447,10.3704,7.4325,12.1209,2.938,1
U020,Las de la intruicion - Shakira,81.4806,257.1339,46.9487,57.5313,40.7805,20.0257,326.2582,60.8062,1
U090,Pierdeme el respeto - Paquita la del barrio,54.7533,262.758,162.4885,130.9178,149.702,156.3103,329.0128,6.6084,0
U044,Taco placero - Paquita la del barrio,84.5936,85.2727,28.8175,44.9863,30.6263,28.3434,186.9132,2.2829,1
U054,Never be alone - Shawn Mendes,84.5936,319.5497,125.3889,163.6202,119.7221,157.4561,384.2375,37.734,0
U029,Caminando por la vida - Melendi,82.3671,214.2368,47.0625,28.9679,5.224,78.0862,294.3388,83.3102,1
U058,I'll change for you - Mitski,4.5891,619.2523,155.5375,145.7118,82.144,212.3647,664.8037,130.2206,0
U008,Easy on me - Adele,23.3973,395.1427,130.5353,112.6874,94.0183,26.0734,399.1687,67.9449,0
U002,Que pides tu - Alex Ubago,56.0671,311.3085,72.4877,87.4608,42.1252,379.2801,270.0232,421.4053,0
U049,Aunque no te pueda ver - Alex Ubago,50.4983,516.959,71.5206,64.8517,18.6535,87.8163,599.4309,69.1629,0
U024,Brooklyn baby - Lana del rey,40.6325,204.3849,46.3675,28.6432,26.4495,136.2578,34.1013,109.8082,1
U099,Rara vez - Milo J,80.1763,30.2041,105.5732,120.0204,2.9274,220.6981,97.4437,223.6254,0
U099,When we were young - Adele,80.1763,269.1521,46.4164,38.2111,50.1133,24.1913,336.3917,25.922,1
U072,La promesa - Melendi,65.2113,78.9667,111.0383,101.4428,61.5286,474.5305,251.4853,413.0019,0
U110,My you - Jung Kook,59.6614,433.4931,13.591,19.2978,33.1262,83.2458,512.049,116.372,1
U004,Sangre para derramar - Milo J,66.378,308.8026,15.2859,32.094,7.7205,8.2088,446.8565,0.4883,1
U012,Thriller - Michael Jackson,32.7597,238.2874,24.0882,7.7479,88.7548,21.3013,135.2376,110.0561,1
U010,Una y otra vez - Manuel Medrano,41.8107,4.4341,86.3793,62.158,61.8259,140.265,61.3759,78.439,0
U016,Tierra - Josean Log,62.3968,219.7269,11.2052,12.987,63.8747,52.6437,129.2508,11.231,1
U005,Una y otra vez - Manuel Medrano,28.6144,145.6762,18.6129,15.7431,2.8823,136.9477,125.4753,134.0654,1
U034,Que le den candela - Celia Cruz,4.4789,551.568,110.7713,111.5632,70.78,2.1444,577.8868,72.9243,0
U072,Treat you better - Shawn Mendes,65.2113,128.4671,46.9643,20.2579,13.8255,458.2038,44.0514,444.3782,0
U049,Gitana - Shakira,41.1625,251.9153,151.8319,160.74,123.9712,126.4965,325.0515,2.5253,0
U026,Never be alone - Shawn Mendes,60.9706,559.3105,3.1309,19.7957,68.1615,15.4696,635.0514,83.6311,1
U033,Aca entre nos - Vicente Fernandez,67.8672,206.174,59.338,56.8348,64.272,450.5116,192.217,386.2397,0
U065,Es que yo te quiero a ti - Kevin Kaarl,30.3902,427.2776,20.7836,15.8488,107.8911,236.8,452.6354,128.909,0
U114,Cinnamon girl - Lana del rey,68.8279,1.7937,19.667,26.2861,35.5647,283.3494,91.3353,318.9141,0
U001,Sangre para derramar - Milo J,47.9855,252.523,23.6958,58.378,3.036,10.2332,312.6632,13.2692,1
U021,Que le den candela - Celia Cruz,5.4319,168.929,12.4469,3.0555,13.4199,217.8083,17.435,231.2282,1
U023,Loba - Shakira,84.5936,439.5463,23.2411,27.5512,55.3146,32.181,524.606,23.1336,1
U011,Que me perdone tu perro - Paquita la del barrio,84.5936,516.3447,53.7766,42.4973,63.8895,72.7241,604.7317,8.8346,0
U043,Sabes - Alex Ubago,68.1244,346.3133,31.3657,12.9397,19.2347,11.9835,491.5947,31.2182,1
U042,Niño - Milo J,77.7063,511.901,229.5817,259.7024,85.0893,425.5603,653.1449,340.471,0
U049,Colapso - Kevin Kaarl,53.9884,93.8073,2.3793,6.252,9.6254,2.7309,7.8451,12.3563,1
U046,Why why why - Shawn Mendes,73.1014,483.8041,63.7308,2.2961,21.6644,63.2896,585.8,41.6252,0
U038,Why why why - Shawn Mendes,60.5,417.2942,42.6016,10.4503,28.6205,34.5935,478.8804,63.214,1
U019,I am - Milo J,63.2554,539.5241,1.4744,13.5991,31.041,76.6823,712.3611,45.6414,1
U049,Loba - Shakira,53.9884,558.4288,184.2553,191.5697,119.7533,245.3974,644.3909,125.6441,0
U106,Soltera - Shakira,54.3983,442.6226,146.142,144.5262,114.5456,122.3099,519.2922,7.7642,0
U045,Bitch better have my money - Rihanna,43.0289,184.5869,19.0263,32.1663,98.855,82.0099,166.8351,180.8649,1
U094,Colapso - Kevin Kaarl,60.8547,96.6005,44.7713,43.5353,2.0449,26.672,5.0035,28.7169,1
U101,Sabes - Alex Ubago,58.0326,251.3841,28.0111,26.3991,4.5155,58.622,314.1139,63.1375,1
U055,La distancia - Manuel Medrano,59.0821,347.1935,31.3326,23.197,23.2751,20.5442,445.2328,43.8192,1
U038,Quedate - Manuel Medrano,60.5,96.8161,40.4554,22.8213,119.6895,97.2832,35.2299,22.4063,1
U103,First love late spring - Mitski,75.6635,102.7143,3.2083,6.3677,35.4383,77.3016,283.9672,112.7399,1
U029,Valentine - Laufey,82.3671,289.6521,5.9546,17.5261,28.885,31.0983,369.7541,2.2133,1
U044,Where have you been - Rihanna,84.5936,562.5984,101.5077,50.615,116.8056,117.4783,664.2388,0.6727,0
U104,La negra tiene tumbao - Celia Cruz,20.1275,348.0831,90.4477,79.3905,91.9398,52.3227,322.6807,144.2627,0
U113,"Volver, volver - Vicente Fernandez",59.4279,451.1752,39.2788,2.2922,58.0249,6.867,510.1327,51.1579,1
